recnr,firstname,sex,origin,source
2451,Tochukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
2452,Nardos,female,amharic,https://www.names.org/lists/by-origin/amharic/
2453,Inam,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2454,Thala,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2455,Luel,male,amharic,https://www.names.org/lists/by-origin/amharic/
2456,Daima,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2457,Teto,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2458,Tunda,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2459,Jitihada,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2460,Somtochukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
2461,Aishat,female,igbo,https://www.names.org/lists/by-origin/igbo/
2462,Oluwademilade,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2463,Xolani,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2464,Catherine,female,english,https://www.names.org/lists/by-origin/english/
2465,Sive,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2466,Xola,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2467,Ibukunoluwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2468,Kylon,male,english,https://www.names.org/lists/by-origin/english/
2469,Janice,female,english,https://www.names.org/lists/by-origin/english/
2470,Kenyatta,female,african,https://www.names.org/lists/by-origin/african/
2471,Amaza,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2472,Reydel,male,arabic,https://www.names.org/lists/by-origin/arabic/
2473,Marlize,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2474,Joyce,female,english,https://www.names.org/lists/by-origin/english/
2475,Warvin,female,arabic,https://www.names.org/lists/by-origin/arabic/
2476,Kweli,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2477,Malama,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2478,Obaloluwa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2479,Litha,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2480,Wurie,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2481,Laura,female,english,https://www.names.org/lists/by-origin/english/
2482,Analo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2483,Lorma,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2484,Adila ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2485,Momanyi,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2486,Paxina,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2487,Wakili,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2488,Isatu,female,african,https://www.names.org/lists/by-origin/african/
2489,Kola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2490,Mazi,male,igbo,https://www.names.org/lists/by-origin/igbo/
2491,Ayantu,female,amharic,https://www.names.org/lists/by-origin/amharic/
2492,Hauwa,female,arabic,https://www.names.org/lists/by-origin/arabic/
2493,Inako,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2494,Ogopa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2495,Jahi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2496,Kanneh,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2497,Manyang,female,amharic,https://www.names.org/lists/by-origin/amharic/
2498,Thiena,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2499,Hadiza,female,african,https://www.names.org/lists/by-origin/african/
2500,Sami,male,arabic,https://www.names.org/lists/by-origin/arabic/
2501,Tolu,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2502,Emmarentia,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2503,Misheck,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2504,Gundo,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2505,Rangi ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2506,Riyaan,male,arabic,https://www.names.org/lists/by-origin/arabic/
2507,Okafor,male,igbo,https://www.names.org/lists/by-origin/igbo/
2508,Bamlak,male,amharic,https://www.names.org/lists/by-origin/amharic/
2509,Nalla,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2510,Oshe,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2511,David,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2512,Chileshe,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2513,Sochikaima,female,igbo,https://www.names.org/lists/by-origin/igbo/
2514,Sebrin,female,amharic,https://www.names.org/lists/by-origin/amharic/
2515,Rentia,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2516,Asante,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2517,Albertus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2518,Olona,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2519,Olajuwon,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2520,Francis,male,english,https://www.names.org/lists/by-origin/english/
2521,Orfila,female,african,https://www.names.org/lists/by-origin/african/
2522,Samayra,female,arabic,https://www.names.org/lists/by-origin/arabic/
2523,Missak,male,arabic,https://www.names.org/lists/by-origin/arabic/
2524,Sandra,female,english,https://www.names.org/lists/by-origin/english/
2525,Harry,male,english,https://www.names.org/lists/by-origin/english/
2526,Henry,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2527,Tulia ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2528,Mirha,female,arabic,https://www.names.org/lists/by-origin/arabic/
2529,Isatou,female,african,https://www.names.org/lists/by-origin/african/
2530,Donna,female,english,https://www.names.org/lists/by-origin/english/
2531,Mariatou,female,african,https://www.names.org/lists/by-origin/african/
2532,Lango,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2533,Namiri,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2534,Alain,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2535,Keron,male,english,https://www.names.org/lists/by-origin/english/
2536,Zaul,male,arabic,https://www.names.org/lists/by-origin/arabic/
2537,Camaria,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2538,Ramatoulie,female,african,https://www.names.org/lists/by-origin/african/
2539,Sallay,female,african,https://www.names.org/lists/by-origin/african/
2540,Concy,female,amharic,https://www.names.org/lists/by-origin/amharic/
2541,Chiziterem,male,igbo,https://www.names.org/lists/by-origin/igbo/
2542,Uzoma,male,igbo,https://www.names.org/lists/by-origin/igbo/
2543,Zyaire,male,african-american,https://www.names.org/lists/by-origin/african/
2544,Stephanie,female,english,https://www.names.org/lists/by-origin/english/
2545,Mohamed,male,african,https://www.names.org/lists/by-origin/african/
2546,Gibrilla,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2547,Uzoamaka,female,igbo,https://www.names.org/lists/by-origin/igbo/
2548,Yeabsira,male,amharic,https://www.names.org/lists/by-origin/amharic/
2549,Niniola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2550,Mahawa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2551,Shittu,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2552,Bonheur,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2553,Jesus,male,english,https://www.names.org/lists/by-origin/english/
2554,Enock,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2555,Salma,female,arabic,https://www.names.org/lists/by-origin/arabic/
2556,Tamoy,female,english,https://www.names.org/lists/by-origin/english/
2557,Cymande,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2558,Chengo,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2559,Jainaba,female,african,https://www.names.org/lists/by-origin/african/
2560,Larry,male,english,https://www.names.org/lists/by-origin/english/
2561,Jakari,male,african-american,https://www.names.org/lists/by-origin/african/
2562,Kaylon,female,english,https://www.names.org/lists/by-origin/english/
2563,Kymani,female,english,https://www.names.org/lists/by-origin/english/
2564,Mwaniki,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2565,Vumilia ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2566,Ishmal,female,arabic,https://www.names.org/lists/by-origin/arabic/
2567,Nael,male,arabic,https://www.names.org/lists/by-origin/arabic/
2568,Xavion,male,african-american,https://www.names.org/lists/by-origin/african/
2569,Josiane,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2570,Keyon,male,african-american,https://www.names.org/lists/by-origin/african/
2571,Duku,male,amharic,https://www.names.org/lists/by-origin/amharic/
2572,Imba,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2573,Leso,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2574,Adeleen,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2575,Naimah ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2576,Manyang,male,amharic,https://www.names.org/lists/by-origin/amharic/
2577,Afomiya,female,african,https://www.names.org/lists/by-origin/african/
2578,Tumi,male,african,https://www.names.org/lists/by-origin/african/
2579,Gary,male,english,https://www.names.org/lists/by-origin/english/
2580,Yuran,male,african,https://www.names.org/lists/by-origin/african/
2581,Tamasha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2582,Nokulunga,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2583,Abebe,female,amharic,https://www.names.org/lists/by-origin/amharic/
2584,Nathaniel,male,english,https://www.names.org/lists/by-origin/english/
2585,Aliyu,male,arabic,https://www.names.org/lists/by-origin/arabic/
2586,Nazir,male,arabic,https://www.names.org/lists/by-origin/arabic/
2587,Masika ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2588,Bonheur,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2589,Emaza,female,african,https://www.names.org/lists/by-origin/african/
2590,Oluwateniola,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2591,Liso,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
2592,Lawand,male,arabic,https://www.names.org/lists/by-origin/arabic/
2593,Nashaya,female,arabic,https://www.names.org/lists/by-origin/arabic/
2594,Uchechi,female,igbo,https://www.names.org/lists/by-origin/igbo/
2595,Kymara,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2596,Ditrick,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2597,Amiella,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2598,Oni,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2599,Aleah,female,arabic,https://www.names.org/lists/by-origin/arabic/
2600,Diana,female,english,https://www.names.org/lists/by-origin/english/
2601,Igwe,male,igbo,https://www.names.org/lists/by-origin/igbo/
2602,Vuyo,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2603,Dayib,male,arabic,https://www.names.org/lists/by-origin/arabic/
2604,Tobechi,male,igbo,https://www.names.org/lists/by-origin/igbo/
2605,Remi,female,african,https://www.names.org/lists/by-origin/african/
2606,Anike,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2607,Judy,female,english,https://www.names.org/lists/by-origin/english/
2608,Bitaniya,female,african,https://www.names.org/lists/by-origin/african/
2609,Karanja,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2610,Jevaughn,male,english,https://www.names.org/lists/by-origin/english/
2611,Hadiya ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2612,Lynn,female,english,https://www.names.org/lists/by-origin/english/
2613,Chilemba ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2614,Zemariam,male,amharic,https://www.names.org/lists/by-origin/amharic/
2615,Zayah,female,arabic,https://www.names.org/lists/by-origin/arabic/
2616,Patrick,male,swahili ,https://www.names.org/lists/by-origin/swahili/
2617,Blain,male,african-american,https://www.names.org/lists/by-origin/african/
2618,Gerald,male,english,https://www.names.org/lists/by-origin/english/
2619,Syria,female,arabic,https://www.names.org/lists/by-origin/arabic/
2620,Queen,female,african,https://www.names.org/lists/by-origin/african/
2621,Okechukwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
2622,Sitha,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2623,Sanaa ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2624,Arop,female,amharic,https://www.names.org/lists/by-origin/amharic/
2625,Samrawit,female,african,https://www.names.org/lists/by-origin/african/
2626,Lusanda,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
2627,Sabelo,male,african,https://www.names.org/lists/by-origin/african/
2628,Bassa,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2629,Naima ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2630,Ngavu,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2631,Ademi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2632,Yanga,male,african,https://www.names.org/lists/by-origin/african/
2633,Kevine,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2634,Tino,male,african-american,https://www.names.org/lists/by-origin/african/
2635,Tanneh,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2636,Kozhin,female,arabic,https://www.names.org/lists/by-origin/arabic/
2637,Tunu,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2638,Milani,female,african,https://www.names.org/lists/by-origin/african/
2639,Alimi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2640,Rushawn,male,english,https://www.names.org/lists/by-origin/english/
2641,Darasimi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
2642,Romario,male,english,https://www.names.org/lists/by-origin/english/
2643,Yasir,male,arabic,https://www.names.org/lists/by-origin/arabic/
2644,Tochi,male,igbo,https://www.names.org/lists/by-origin/igbo/
2645,Marvis,female,african,https://www.names.org/lists/by-origin/african/
2646,Shahveer,male,arabic,https://www.names.org/lists/by-origin/arabic/
2647,Fila,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
2648,Chimaobim,male,igbo,https://www.names.org/lists/by-origin/igbo/
2649,Chumani,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2650,Zama,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
2651,Oluwademilade,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
2652,Naume,female,swahili ,https://www.names.org/lists/by-origin/swahili/
2653,Jeff,male,english,https://www.names.org/lists/by-origin/english/
2654,Willem,male,african-american,https://www.names.org/lists/by-origin/african/
2655,Betanya,female,amharic,https://www.names.org/lists/by-origin/amharic/
2656,Onyinyechi,female,igbo,https://www.names.org/lists/by-origin/igbo/
2657,Oluwashindara,male,igbo,https://www.names.org/lists/by-origin/igbo/
2658,Tabia ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
2659,Falana,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
